Data from 1988.PennyLincolnUp.Lamp.En5.5.200Scan.071819.P2_HRD10591_17-20-45-974.txt Node
Date: Thu Jul 18 17:20:45 EDT 2019
User: cochatt
Spectrometer: HR+D1059
Trigger mode: 1
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
223.165	-19.19
223.4	-19.19
223.635	-19.19
223.869	-14.19
224.104	-12.19
224.338	-14.19
224.573	-18.19
224.808	-25.19
225.042	-13.19
225.277	-15.19
225.511	3.81
225.746	10.81
225.98	-1.19
226.215	14.81
226.449	25.81
226.683	26.81
226.918	24.81
227.152	25.81
227.387	28.81
227.621	35.81
227.856	37.81
228.09	50.81
228.324	52.81
228.559	57.81
228.793	92.81
229.027	102.81
229.262	124.81
229.496	109.81
229.73	136.81
229.964	166.81
230.199	132.81
230.433	96.81
230.667	105.81
230.901	126.81
231.136	108.81
231.37	109.81
231.604	109.81
231.838	105.81
232.072	121.81
232.306	136.81
232.541	117.81
232.775	126.81
233.009	104.81
233.243	118.81
233.477	107.81
233.711	101.81
233.945	115.81
234.179	125.81
234.413	140.81
234.647	120.81
234.881	134.81
235.115	131.81
235.349	105.81
235.583	126.81
235.817	136.81
236.051	121.81
236.285	130.81
236.519	123.81
236.753	134.81
236.987	142.81
237.221	194.81
237.455	240.81
237.689	203.81
237.922	154.81
238.156	151.81
238.39	140.81
238.624	142.81
238.858	139.81
239.091	132.81
239.325	124.81
239.559	132.81
239.793	138.81
240.027	148.81
240.26	137.81
240.494	174.81
240.728	169.81
240.961	168.81
241.195	155.81
241.429	145.81
241.662	159.81
241.896	131.81
242.13	134.81
242.363	120.81
242.597	145.81
242.83	160.81
243.064	142.81
243.298	166.81
243.531	138.81
243.765	148.81
243.998	160.81
244.232	155.81
244.465	152.81
244.699	149.81
244.932	156.81
245.166	169.81
245.399	160.81
245.633	151.81
245.866	169.81
246.099	163.81
246.333	157.81
246.566	151.81
246.8	163.81
247.033	164.81
247.266	156.81
247.5	177.81
247.733	174.81
247.966	186.81
248.2	192.81
248.433	169.81
248.666	190.81
248.899	212.81
249.133	202.81
249.366	212.81
249.599	235.81
249.832	185.81
250.066	183.81
250.299	195.81
250.532	203.81
250.765	214.81
250.998	225.81
251.231	237.81
251.465	231.81
251.698	223.81
251.931	198.81
252.164	223.81
252.397	225.81
252.63	214.81
252.863	213.81
253.096	236.81
253.329	233.81
253.562	247.81
253.795	234.81
254.028	222.81
254.261	228.81
254.494	247.81
254.727	262.81
254.96	304.81
255.193	292.81
255.426	254.81
255.659	249.81
255.892	224.81
256.124	225.81
256.357	237.81
256.59	219.81
256.823	216.81
257.056	217.81
257.289	201.81
257.521	229.81
257.754	212.81
257.987	211.81
258.22	221.81
258.452	232.81
258.685	234.81
258.918	226.81
259.151	227.81
259.383	230.81
259.616	248.81
259.849	228.81
260.081	260.81
260.314	280.81
260.547	271.81
260.779	269.81
261.012	247.81
261.244	243.81
261.477	263.81
261.71	241.81
261.942	235.81
262.175	240.81
262.407	247.81
262.64	234.81
262.872	210.81
263.105	228.81
263.337	228.81
263.57	217.81
263.802	231.81
264.035	232.81
264.267	219.81
264.499	224.81
264.732	232.81
264.964	235.81
265.197	226.81
265.429	235.81
265.661	221.81
265.894	241.81
266.126	234.81
266.358	220.81
266.591	238.81
266.823	232.81
267.055	235.81
267.287	238.81
267.52	243.81
267.752	241.81
267.984	266.81
268.216	222.81
268.448	240.81
268.681	246.81
268.913	282.81
269.145	280.81
269.377	295.81
269.609	306.81
269.841	288.81
270.073	285.81
270.306	320.81
270.538	314.81
270.77	318.81
271.002	316.81
271.234	315.81
271.466	316.81
271.698	323.81
271.93	342.81
272.162	355.81
272.394	332.81
272.626	318.81
272.858	307.81
273.09	314.81
273.322	283.81
273.553	291.81
273.785	269.81
274.017	277.81
274.249	269.81
274.481	291.81
274.713	271.81
274.945	305.81
275.176	273.81
275.408	277.81
275.64	285.81
275.872	284.81
276.104	282.81
276.335	288.81
276.567	300.81
276.799	316.81
277.031	332.81
277.262	342.81
277.494	348.81
277.726	320.81
277.957	300.81
278.189	317.81
278.421	294.81
278.652	300.81
278.884	293.81
279.115	292.81
279.347	286.81
279.579	282.81
279.81	277.81
280.042	294.81
280.273	289.81
280.505	281.81
280.736	281.81
280.968	285.81
281.199	286.81
281.431	293.81
281.662	296.81
281.894	296.81
282.125	293.81
282.356	296.81
282.588	336.81
282.819	359.81
283.051	309.81
283.282	301.81
283.513	294.81
283.745	291.81
283.976	293.81
284.207	321.81
284.439	300.81
284.67	291.81
284.901	307.81
285.132	295.81
285.364	291.81
285.595	303.81
285.826	317.81
286.057	299.81
286.288	294.81
286.52	285.81
286.751	323.81
286.982	312.81
287.213	296.81
287.444	304.81
287.675	312.81
287.906	326.81
288.138	335.81
288.369	314.81
288.6	324.81
288.831	326.81
289.062	321.81
289.293	323.81
289.524	304.81
289.755	292.81
289.986	300.81
290.217	325.81
290.448	314.81
290.679	300.81
290.91	324.81
291.141	293.81
291.371	301.81
291.602	315.81
291.833	329.81
292.064	326.81
292.295	316.81
292.526	312.81
292.757	317.81
292.987	320.81
293.218	300.81
293.449	313.81
293.68	325.81
293.91	312.81
294.141	319.81
294.372	288.81
294.603	304.81
294.833	332.81
295.064	314.81
295.295	314.81
295.525	318.81
295.756	332.81
295.987	333.81
296.217	353.81
296.448	368.81
296.679	341.81
296.909	328.81
297.14	305.81
