223.165	-15.19
223.4	-15.19
223.635	-15.19
223.869	-26.19
224.104	-12.19
224.338	-18.19
224.573	-18.19
224.808	-21.19
225.042	-11.19
225.277	-13.19
225.511	-5.19
225.746	1.81
225.98	-0.19
226.215	27.81
226.449	18.81
226.683	25.81
226.918	34.81
227.152	31.81
227.387	31.81
227.621	10.81
227.856	43.81
228.09	36.81
228.324	39.81
228.559	56.81
228.793	76.81
229.027	115.81
229.262	130.81
229.496	131.81
229.73	167.81
229.964	185.81
230.199	149.81
230.433	156.81
230.667	142.81
230.901	126.81
231.136	145.81
231.37	149.81
231.604	128.81
231.838	137.81
232.072	131.81
232.306	147.81
232.541	135.81
232.775	144.81
233.009	155.81
233.243	147.81
233.477	144.81
233.711	148.81
233.945	150.81
234.179	151.81
234.413	143.81
234.647	139.81
234.881	146.81
235.115	153.81
235.349	143.81
235.583	158.81
235.817	163.81
236.051	149.81
236.285	152.81
236.519	154.81
236.753	156.81
236.987	192.81
237.221	220.81
237.455	257.81
237.689	211.81
237.922	169.81
238.156	169.81
238.39	166.81
238.624	162.81
238.858	174.81
239.091	180.81
239.325	151.81
239.559	165.81
239.793	185.81
240.027	175.81
240.26	177.81
240.494	180.81
240.728	178.81
240.961	204.81
241.195	197.81
241.429	193.81
241.662	180.81
241.896	199.81
242.13	196.81
242.363	205.81
242.597	203.81
242.83	187.81
243.064	203.81
243.298	189.81
243.531	201.81
243.765	204.81
243.998	207.81
244.232	210.81
244.465	204.81
244.699	208.81
244.932	203.81
245.166	208.81
245.399	216.81
245.633	211.81
245.866	210.81
246.099	231.81
246.333	215.81
246.566	225.81
246.8	233.81
247.033	227.81
247.266	231.81
247.5	234.81
247.733	243.81
247.966	247.81
248.2	259.81
248.433	249.81
248.666	226.81
248.899	249.81
249.133	270.81
249.366	285.81
249.599	303.81
249.832	306.81
250.066	333.81
250.299	361.81
250.532	453.81
250.765	475.81
250.998	430.81
251.231	389.81
251.465	337.81
251.698	322.81
251.931	331.81
252.164	295.81
252.397	317.81
252.63	307.81
252.863	301.81
253.096	316.81
253.329	315.81
253.562	316.81
253.795	315.81
254.028	314.81
254.261	324.81
254.494	334.81
254.727	345.81
254.96	355.81
255.193	388.81
255.426	404.81
255.659	429.81
255.892	556.81
256.124	777.81
256.357	799.81
256.59	640.81
256.823	529.81
257.056	453.81
257.289	419.81
257.521	390.81
257.754	407.81
257.987	361.81
258.22	367.81
258.452	364.81
258.685	354.81
258.918	349.81
259.151	335.81
259.383	344.81
259.616	350.81
259.849	345.81
260.081	354.81
260.314	353.81
260.547	353.81
260.779	349.81
261.012	351.81
261.244	363.81
261.477	346.81
261.71	333.81
261.942	363.81
262.175	373.81
262.407	352.81
262.64	345.81
262.872	342.81
263.105	343.81
